Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"selectOptionByLabel(findTestObject(""ReservationTable/Date""), ""tomorrow"", false)",Chrome 88.0.4324.190,,,2021-03-09 19:44:09,2021-03-09 19:44:09,0.314s,PASSED
"selectOptionByLabel(findTestObject(""ReservationTable/Time""), ""07:45"", false)",Chrome 88.0.4324.190,,,2021-03-09 19:44:09,2021-03-09 19:44:10,0.499s,PASSED
"click(findTestObject(""ReservationTable/Next""))",Chrome 88.0.4324.190,,,2021-03-09 19:44:10,2021-03-09 19:44:10,0.305s,PASSED
delay(3),Chrome 88.0.4324.190,,,2021-03-09 19:44:10,2021-03-09 19:44:13,3.009s,PASSED
"click(findTestObject(""ReservationTable/AddDetails""))",Chrome 88.0.4324.190,,,2021-03-09 19:44:13,2021-03-09 19:44:14,0.281s,PASSED
"waitForElementVisible(findTestObject(""ReservationTable/FirstName""), TimeOut)",Chrome 88.0.4324.190,,,2021-03-09 19:44:14,2021-03-09 19:44:15,1.358s,PASSED
"setText(findTestObject(""ReservationTable/FirstName""), Name)",Chrome 88.0.4324.190,,,2021-03-09 19:44:15,2021-03-09 19:44:15,0.488s,PASSED
"setText(findTestObject(""ReservationTable/LastName""), LastName)",Chrome 88.0.4324.190,,,2021-03-09 19:44:15,2021-03-09 19:44:16,0.371s,PASSED
"setText(findTestObject(""ReservationTable/E-mail""), Email)",Chrome 88.0.4324.190,,,2021-03-09 19:44:16,2021-03-09 19:44:16,0.494s,PASSED
"setText(findTestObject(""ReservationTable/Phone""), Phone)",Chrome 88.0.4324.190,,,2021-03-09 19:44:16,2021-03-09 19:44:17,0.455s,PASSED
"click(findTestObject(""ReservationTable/SaveBtn""))",Chrome 88.0.4324.190,,,2021-03-09 19:44:17,2021-03-09 19:44:17,0.321s,PASSED
"click(findTestObject(""ReservationTable/PlaceTableReservationNow""))",Chrome 88.0.4324.190,,,2021-03-09 19:44:17,2021-03-09 19:44:20,2.588s,FAILED
